,Title,Price,Rating,Discount,Detail,Url
190,"Boult Audio AirBass Xpods TWS Earbuds with 20H Playtime Bluetooth Headset  (White, True Wireless)","₹1,299",3.9,74% off,"GeneralModel NameAirBass XpodsColorWhiteHeadphone TypeTrue WirelessInline RemoteYesSales Package1 Pair of Earphones, Charging case, Pair of ear buds, Type-C charging cable, User ManualConnectivityBluetoothHeadphone DesignEarbudProduct DetailsFoldable/CollapsibleYesDeep BassYesWater ResistantYesWith MicrophoneYesConnectivity FeaturesBluetooth Version5.0Bluetooth Range10 mDimensionsWidth54.26 mmHeight45.08 mmDepth22.3 mmWeight100 gWarrantyDomestic Warranty1 YearWarranty Summary1 Year WarrantyWarranty Service TypeCustomers can Call 9555602502 or Mail to complaints@boultsaudio.comCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damages",https://www.flipkart.com/boult-audio-airbass-xpods-tws-earbuds-20h-playtime-bluetooth-headset/p/itm9a28196bebe85?pid=ACCG6AHNFZY8QAPU&lid=LSTACCG6AHNFZY8QAPUNXYZQG&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_5_192&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_UjJNW8B3%2FlEImATwRwEDjpjos%2FyyCIaUVo%2F4X3vA8344N1Gy%2FF%2FMCQqDlv%2B3HhIEy%2F38KPF1zaEymqyraUiw7Q%3D%3D&ppt=None&ppn=None&ssid=0pmbxa8mo00000001660812294105
191,"TECHFIRE Fire AK-57 Neckband hi-bass Wireless Bluetooth headphone Bluetooth Headset  (Black, In the Ear)",₹449,3.9,91% off,"GeneralModel NameFire AK-57 Neckband hi-bass Wireless Bluetooth headphoneColorBlackHeadphone TypeIn the EarInline RemoteYesSales Package1 HEADPHONE, USER MANUAL, USB CHARGING CABLE, EAXTRA EARTIPSConnectivityBluetoothHeadphone DesignBehind the NeckAccessories IncludedAdditional Earmuffs/Eartips, Warranty Card, USB Charging CableProduct DetailsSweat ProofYesFoldable/CollapsibleYesDeep BassYesWater ResistantYesMonauralNoDesigned ForLightweight design is ideal for listening during exercise, travel, or everyday useSeriesNeckbandCircumaural/SupraauralCircumauralOpen/Closed BackClosed BackCarrier Frequency2.4Magnet TypeNeodymiumDriver TypeDual dynamicIndicatorsBlue light indicates the bluetooth is fully charged, Red light indicates low batteryControlsShort Press (+) to change to next song, Short Press (-) to change to previous song, Long Press (+) to Increase Volume, Long Press (-) to decrease Volume, Long Press power button to turn On/Off, Short Press power button to Receive / Disconnect calls, Double Press power button to redialHeadphone Driver Units10 mmBoom MicrophoneYesWith MicrophoneYesSound FeaturesSensitivity90 dBmWImpedance32 ohmSignal to Noise Ratio90 dBMinimum Frequency Response20 HzMaximum Frequency Response20000 HzNoise Reduction90 dBAudio CodecSBCConnectivity FeaturesWireless TypeBLUETOOTHWireless Range10 mBluetooth ProfilesA2DPBluetooth Version5.0Bluetooth Range10 mHeadphone Power SourceUSB CHARGING CABLETransmitter Power SourceUSB CHARGING CABLEHeadphone Power Requirement5 V DCTransmitter Power Requirement5 V DCHeadphone BatteryLITHIUM-IONTransmitter BatteryLITHIUM-IONPower Supply5 V DCBattery TypeLITHIUM-IONCharging Time1Play Time40 hrStandby Time300 hrOther Power FeaturesQuick Charging, button control, Auto PairingWarrantyWarranty Summary7 DAYS REPLACEMENTWarranty Service Type7 days ReplacementCovered in WarrantyANY INTERNAL ISSUENot Covered in WarrantyANY PHYSICAL ISSUE",https://www.flipkart.com/techfire-fire-ak-57-neckband-hi-bass-wireless-bluetooth-headphone-headset/p/itmb3b66de6a8311?pid=ACCGAU3MDUGYG7VP&lid=LSTACCGAU3MDUGYG7VP61R6DV&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_5_193&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=c3d7e728-d6bd-40df-9027-72f5a6a6c3df.ACCGAU3MDUGYG7VP.SEARCH&ppt=None&ppn=None&ssid=0pmbxa8mo00000001660812294105
192,"Boult Audio ProBass EQCharge with ZEN Mode ENC, 32hrs Playtime, Ultra-Fast Charging Bluetooth Headset  (Blue, In the Ear)","₹1,099",3.9,75% off,"GeneralModel NameProBass EQChargeColorBlueHeadphone TypeIn the EarInline RemoteYesSales Package1 Neckband, Extra Pair of Eartips, Charging Cable, User ManualConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesFoldable/CollapsibleNoDeep BassYesWater ResistantYesMonauralYesDesigned ForMobiles, Smartphones, Tablets, Laptops, Smart TVs, iOS, Android, Windows, BlackberrySeriesProBassCircumaural/SupraauralMac OS, Windows, Vista, AndroidIndicatorsCharging Indicator, Low Battery IndicatorControlsOn/Off, Song Change, Play/Pause Songs, Call Receive/Disconnect/RejectTechnology UsedPro+ Calling Technology, Blink and Pair Technology, Lightning Boult Technology, Silence Mode, BoomX TechnologyOther FeaturesEnvironmental Noise Cancellation, Designed with Latest Bluetooth 5.2 TechnologyHeadphone Driver Units14.2 mmWith MicrophoneYesSound FeaturesModulationMSK DigitalConnectivity FeaturesWireless TypeBluetoothWireless Range10 mBattery TypeLithium IonBattery Life32 hrsPlay Time32 hrsDimensionsWeight95 gWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/boult-audio-probass-eqcharge-zen-mode-enc-32hrs-playtime-ultra-fast-charging-bluetooth-headset/p/itm4fd8aab4d2c2b?pid=ACCGEDKJJW5FE6KW&lid=LSTACCGEDKJJW5FE6KWGFCIRC&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_5_194&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=c3d7e728-d6bd-40df-9027-72f5a6a6c3df.ACCGEDKJJW5FE6KW.SEARCH&ppt=None&ppn=None&ssid=0pmbxa8mo00000001660812294105
193,"Enacfire TWS E005 Wireless Bluetooth Earbuds MINI with 1500mh Power Charging Case Bluetooth Headset  (Black, True Wireless)",₹599,4.8,89% off,"GeneralModel NameTWS E005 Wireless Bluetooth Earbuds MINI with 1500mh Power Charging CaseColorBlackHeadphone TypeTrue WirelessInline RemoteYesSales Package1 headphone, extra eartips, charging caseConnectivityBluetoothHeadphone DesignEarbudProduct DetailsDeep BassYesWith MicrophoneYesWarrantyWarranty Summary7 days replacement warrantyCovered in Warrantyany internal damageNot Covered in Warrantyany physical issue",https://www.flipkart.com/enacfire-tws-e005-wireless-bluetooth-earbuds-mini-1500mh-power-charging-case-headset/p/itm09790b162b1cf?pid=ACCGCGFAZTVQCDH8&lid=LSTACCGCGFAZTVQCDH8GUMWKT&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_5_195&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=c3d7e728-d6bd-40df-9027-72f5a6a6c3df.ACCGCGFAZTVQCDH8.SEARCH&ppt=None&ppn=None&ssid=0pmbxa8mo00000001660812294105
194,"boAt Rockerz 255 Pro+ with ASAP Charge and upto 40 Hours Playback Bluetooth Headset  (Navy Blue, In the Ear)","₹1,399",4.2,64% off,"GeneralModel NameRockerz 255 Pro+ with ASAP Charge and upto 4 Hours PlaybackColorNavy BlueHeadphone TypeIn the EarInline RemoteYesSales Package1 Headphone, Type-C Charging Cable, Additional Earbuds, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignMagnetized BudsProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesWith MicrophoneYesConnectivity FeaturesBluetooth Version5.2Bluetooth Range10 mBattery Life40 hrsPlay Time8 hrsWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeReach Out to us at info@imaginemarketingindia.com/+912249461882/support.boat-lifestyle.com. Alternatively You Can Activate Your Warranty by Giving a Missed Call on 9223032222Covered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/boat-rockerz-255-pro-asap-charge-upto-40-hours-playback-bluetooth-headset/p/itmc0a280218bd0d?pid=ACCFZ95MY8SGZQRT&lid=LSTACCFZ95MY8SGZQRTXMMJSQ&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_5_196&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_UjJNW8B3%2FlEImATwRwEDjpjos%2FyyCIaUVo%2F4X3vA837bDGM4%2B2XnEpVgWnwtoLOvt48DZ%2FwQDCbl4G4vVQOpGA%3D%3D&ppt=None&ppn=None&ssid=0pmbxa8mo00000001660812294105
195,"DEFY Gravity Turbo with Low Latency for Gaming, 30 Hours Playback, LED Lights Bluetooth Headset  (Tranquil White, In the Ear)","₹1,299",4,53% off,"GeneralModel NameGravity TurboColorTranquil WhiteHeadphone TypeIn the EarInline RemoteYesSales Package1 Pair of Earbuds, Additional Earbuds, Charging Cable, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignEarbudProduct DetailsDeep BassYesWith MicrophoneYesWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeReach out to us info@onlydefy.comCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/defy-gravity-turbo-low-latency-gaming-30-hours-playback-led-lights-bluetooth-headset/p/itmaf520c5dfac56?pid=ACCGC2MXNZSWZP6H&lid=LSTACCGC2MXNZSWZP6HCF8KIN&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_5_197&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=c3d7e728-d6bd-40df-9027-72f5a6a6c3df.ACCGC2MXNZSWZP6H.SEARCH&ppt=None&ppn=None&ssid=0pmbxa8mo00000001660812294105
196,"Ucool Prime 48 Hours Playtime Wireless Neckband Earphone Bluetooth Headset  (Blue, In the Ear)",₹399,4,80% off,"GeneralModel NamePrime 48 Hours Playtime Wireless Neckband EarphoneColorBlueHeadphone TypeIn the EarInline RemoteYesSales Package1 Wireless Neckband Earphone, 1 Usb Charging CableConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesFoldable/CollapsibleYesDeep BassYesHeadphone Driver Units10 mmWith MicrophoneYesConnectivity FeaturesWireless Range10 mBluetooth Version5.0Bluetooth Range10 mCharging Time90 MinutesWarrantyCovered in WarrantyNA",https://www.flipkart.com/ucool-prime-48-hours-playtime-wireless-neckband-earphone-bluetooth-headset/p/itm5dbe416ab03e1?pid=ACCG8WBXXXUJRZXS&lid=LSTACCG8WBXXXUJRZXSAOBTCR&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_5_198&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=c3d7e728-d6bd-40df-9027-72f5a6a6c3df.ACCG8WBXXXUJRZXS.SEARCH&ppt=None&ppn=None&ssid=0pmbxa8mo00000001660812294105
197,"TECHFIRE Fire AK-47 Neckband hi-bass Wireless Bluetooth headphone Bluetooth Headset  (Blue, In the Ear)",₹449,3.9,91% off,"GeneralModel NameFire AK-47 Neckband hi-bass Wireless Bluetooth headphoneColorBlueHeadphone TypeIn the EarInline RemoteYesSales Package1 HEADPHONE, USER MANUAL, USB CHARGING CABLE, EXTRA EARTIPSConnectivityBluetoothHeadphone DesignBehind the NeckAccessories IncludedAdditional Earmuffs/Eartips, USB Charging Cable, User ManualProduct DetailsSweat ProofYesFoldable/CollapsibleYesDeep BassYesWater ResistantYesMonauralNoDesigned ForLightweight design is ideal for listening during exercise, travel, or everyday useSeriesNECKBANDCircumaural/SupraauralCircumauralOpen/Closed BackClosed BackCarrier Frequency2.4Magnet TypeNeodymiumDriver TypeDUAL DYNAMICIndicatorsBlue light indicates the bluetooth is fully charged, Red light indicates low batteryControlsShort Press (+) to change to next song, Short Press (-) to change to previous song, Long Press (+) to Increase Volume, Long Press (-) to decrease Volume, Long Press power button to turn On/Off, Short Press power button to Receive / Disconnect calls, Double Press power button to redialTechnology UsedDSPHeadphone Driver Units10 mmCord TypeNylon BraidedBoom MicrophoneYesWith MicrophoneYesSound FeaturesSensitivity90 dBmWImpedance32 ohmSignal to Noise Ratio90 dBMinimum Frequency Response20 HzMaximum Frequency Response20000 HzNoise Reduction90 dBOther Sound FeaturesBLUETOOTH EARPHONE, WIRELESS EARPHONES WITH MICROPHONE, EARPHONE WITH MIC, BLUETOOTH EARPHONE WITH MIC, rich bass, earphones with microphone, earphone wireless, bluetooth earphone wirelessAudio CodecSBCConnectivity FeaturesWireless TypebluetoothWireless Range10 mBluetooth ProfilesA2DPBluetooth Version5.0Bluetooth Range10 mHeadphone Power SourceUSB CHARGINGTransmitter Power SourceUSB CHARGINGHeadphone Power Requirement5 V DCTransmitter Power Requirement5 V DCHeadphone BatteryLITHIUM-IONTransmitter BatteryLITHIUM-IONPower Supply5 V DCBattery TypeLITHIUM-IONBattery Capacity300 mAhCharging Time1Play Time40 hrStandby Time300 hrOther Power FeaturesQuick Charging, button control, Auto PairingWarrantyWarranty Summary7 DAYS REPLACEMENTWarranty Service Type7 DAYS REPLACEMENTCovered in WarrantyANY INTERNAL ISSUENot Covered in WarrantyANY PHYSICAL DAMAGE",https://www.flipkart.com/techfire-fire-ak-47-neckband-hi-bass-wireless-bluetooth-headphone-headset/p/itmf0fe99bc5b8a3?pid=ACCGAU3UTZZ8WBJH&lid=LSTACCGAU3UTZZ8WBJHJS9KGK&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_5_199&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=c3d7e728-d6bd-40df-9027-72f5a6a6c3df.ACCGAU3UTZZ8WBJH.SEARCH&ppt=None&ppn=None&ssid=0pmbxa8mo00000001660812294105
198,"Mivi DuoPods F40 with 50 Hrs Playtime I13mm Drivers|Made in India| Deep Bass Bluetooth Headset  (Blue, True Wireless)","₹1,199",3.9,60% off,"GeneralModel NameTEDPF40-BLColorBlueHeadphone TypeTrue WirelessInline RemoteNoSales Package1 Pair of Earbuds, Large and Small Ear Tips, Charging Cable, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignEarbudProduct DetailsSweat ProofYesDeep BassYesWater ResistantYesMonauralYesDriver TypeDynamicIndicatorsBattery LevelControlsPower On and Off, Volume Control, Music Next and Previous Track, Voice AssistanceHeadphone Driver Units13 mmWith MicrophoneYesSound FeaturesMinimum Frequency Response20 HzMaximum Frequency Response20000 HzConnectivity FeaturesBluetooth ProfilesAVRCP, A2DP, HSP, HFPBluetooth Version5.1Bluetooth Range10 mPower Supply5 V, 1 ABattery TypeLithium PolymerCharging Time1Standby Time250 hrsDimensionsWidth55 mmHeight60 mmDepth20 mmWarrantyWarranty Summary1 Year WarrantyWarranty Service TypeIn Case Any Query Please Reach Out to Us at Our E-mail ID - support@mivi.in or Call - +918099973333 (Mon-Sat, 10:00am - 5:00pm)Covered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damages",https://www.flipkart.com/mivi-duopods-f40-50-hrs-playtime-i13mm-drivers-made-india-deep-bass-bluetooth-headset/p/itm48ea289127efc?pid=ACCGEDK6E4NWHH8N&lid=LSTACCGEDK6E4NWHH8NEMDPDV&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_5_200&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_UjJNW8B3%2FlEImATwRwEDjpjos%2FyyCIaUVo%2F4X3vA837HWkJWqK%2FqDjlpSIdo5Nmzr0YPiuc1VfiDradDt7D5Zg%3D%3D&ppt=None&ppn=None&ssid=0pmbxa8mo00000001660812294105
199,"DEFY GravityZ with upto 50 Hours Playback, 4 Mic ENC, 13mm Drivers & Turbo Mode Bluetooth Headset  (White Purity, In the Ear)","₹1,199",4.2,55% off,"GeneralModel NameGravityZColorWhite PurityHeadphone TypeIn the EarInline RemoteYesSales Package1 Pair of Earbuds, Additional Earbuds, Charging Cable, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignEarbudProduct DetailsDeep BassYesWith MicrophoneYesWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeReach out to us info@onlydefy.comCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/defy-gravityz-upto-50-hours-playback-4-mic-enc-13mm-drivers-turbo-mode-bluetooth-headset/p/itm8d9f3c2cac978?pid=ACCGC2MXH3W4D5YB&lid=LSTACCGC2MXH3W4D5YBXAZMBB&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_6_201&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=135ca329-70d2-442e-8ac3-574f44a511c8.ACCGC2MXH3W4D5YB.SEARCH&ppt=None&ppn=None&ssid=tnxqfh92ls0000001660812298489
200,"Noise Buds VS202 with 13mm driver,Hyper Sync and Fast Charge Bluetooth Headset  (Snow White, True Wireless)","₹1,499",3.8,57% off,"GeneralModel NameBuds VS202 Truly WirelessColorSnow WhiteHeadphone TypeTrue WirelessInline RemoteNoSales Package1N Bluetooth Headphone, 1N Charging Case, 1N Charging Cable, 1N User Manual, 1N Warranty Registration CardConnectivityBluetoothHeadphone DesignEarbudProduct DetailsSweat ProofYesDeep BassYesWith MicrophoneYesWarrantyDomestic Warranty1 YearWarranty Summary1 year warrantyCovered in WarrantyWarranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.",https://www.flipkart.com/noise-buds-vs202-13mm-driver-hyper-sync-fast-charge-bluetooth-headset/p/itm6d7b87501147b?pid=ACCG93STDBGQJBAM&lid=LSTACCG93STDBGQJBAMTUOBEZ&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_6_202&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=135ca329-70d2-442e-8ac3-574f44a511c8.ACCG93STDBGQJBAM.SEARCH&ppt=None&ppn=None&ssid=tnxqfh92ls0000001660812298489
201,"TECHFIRE FIRE-145 -36 Hours Playtime Neckband hi-bass Wireless Bluetooth headphone Bluetooth Headset  (Black, True Wireless)",₹449,3.7,77% off,"GeneralModel NameFIRE-145 -36 Hours Playtime Neckband hi-bass Wireless Bluetooth headphoneColorBlackHeadphone TypeTrue WirelessInline RemoteYesSales Package1 HEADPHONE, EXTRA EARTIPS, USER MANUAL, USB CABLEConnectivityBluetoothHeadphone DesignBehind the NeckAccessories IncludedAdditional Earmuffs/Eartips, USB Charging Cable, Warranty Card, User ManualProduct DetailsSweat ProofYesFoldable/CollapsibleYesDeep BassYesWater ResistantYesMonauralNoDesigned ForALL SMARTPHONESSeriesNeckbandCircumaural/SupraauralCircumauralOpen/Closed BackOpenMagnet TypeFerriteDriver Typedual dynamicIndicatorsBlue light indicates the bluetooth is fully charged, Red light indicates low batteryControlsShort Press (+) to change to next song, Short Press (-) to change to previous song, Long Press (+) to Increase Volume, Long Press (-) to decrease Volume, Long Press power button to turn On/Off, Short Press power button to Receive / Disconnect calls, Double Press power button to redialOther FeaturesThis pair of earphones comes with Bluetooth v5.0, so it’s compatible with almost any smartphone!Headphone Driver Units10 mmBoom MicrophoneYesMicrophone Driver Size11.2 mmMicrophone Impedance32 ohmWith MicrophoneYesSound FeaturesSensitivity90 dBmWImpedance32 ohmSignal to Noise Ratio90 dBMinimum Frequency Response20 HzMaximum Frequency Response20000 HzNoise Reduction90 dBAudio CodecsbcConnectivity FeaturesWireless TypeBLUETOOTHWireless Range10 mBluetooth Profilesa2dpBluetooth Version5.0Bluetooth Range10 mHeadphone Power Sourceusb chargingTransmitter Power Sourceusb chargingHeadphone Power Requirement5 v dcHeadphone BatteryLithium PolymerBattery Output5 VBattery TypeLithium PolymerBattery Life40 hrBattery Capacity220 mAhCharging Time1 HRPlay Time36 hrStandby Time300 hrWarrantyDomestic Warranty1 MonthsWarranty Summary7 DAYS REPLACEMENTWarranty Service TypeREPLACEMENTCovered in WarrantyANY INTERNAL ISSUENot Covered in WarrantyANY PHYSICAL ISSUE",https://www.flipkart.com/techfire-fire-145-36-hours-playtime-neckband-hi-bass-wireless-bluetooth-headphone-headset/p/itm729f9a9ba90c7?pid=ACCGCAHBGXNGDKKD&lid=LSTACCGCAHBGXNGDKKDPCZCQZ&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_6_203&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=135ca329-70d2-442e-8ac3-574f44a511c8.ACCGCAHBGXNGDKKD.SEARCH&ppt=None&ppn=None&ssid=tnxqfh92ls0000001660812298489
202,"Boult Audio ProBass Escape Bluetooth Headset  (Black, In the Ear)",₹899,3.9,77% off,"GeneralModel NameProBass EscapeColorBlackHeadphone TypeIn the EarInline RemoteYesSales Package1 Escape Earphone, 2 Extra Pair of Earbuds, Charging Micro USB Cable, User ManualConnectivityBluetoothHeadphone DesignBehind the NeckProduct DetailsSweat ProofYesFoldable/CollapsibleNoDeep BassYesWater ResistantYesMonauralYesMagnet TypeNeodyIndicatorsBattery Level Indicator, Power Indicator, Connection Status IndicatorControlsVolume Control, On-Off, Song Change, Call Receive/DisconnectOther FeaturesMagnetic Drivers, Light Weight, Premium Finish, Seamless ConnectivityWith MicrophoneYesSound FeaturesModulationMSK DigitalConnectivity FeaturesBluetooth Version5Bluetooth Range10 mHeadphone Power SourceUSB ChargerBattery TypeLithium IonBattery Life10 hrsCharging Time1.2 hoursPlay Time10 hrsDimensionsWidth110 mmHeight15 mmWeight28 gWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeCarry-inCovered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/boult-audio-probass-escape-bluetooth-headset/p/itme0555107851ae?pid=ACCG2J2PUKJYTU7S&lid=LSTACCG2J2PUKJYTU7SGOKSS0&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_6_204&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=en_Ga3S%2F9vXah2L5ZbIWHwbaqWfHXf%2B40RMdjxT0LL3QuxzLHjZwoZm6b5KFkN51SdwljMssX%2F6SXHFeojbeHIWdw%3D%3D&ppt=None&ppn=None&ssid=tnxqfh92ls0000001660812298489
203,"Sulfur 45 Hours Playtime & Call vibration Alert Elite-2 Wireless Sports Neckband Bluetooth Headset  (Black, True Wireless)",₹498,4.1,80% off,"GeneralModel Name45 Hours Playtime & Call vibration Alert Elite-2 Wireless Sports NeckbandColorBlackHeadphone TypeTrue WirelessInline RemoteYesSales Package1 Bluetooth neckband, charging cable, Extra budsConnectivityBluetoothHeadphone DesignBehind the NeckAccessories IncludedAdditional Earmuffs/EartipsProduct DetailsSweat ProofYesFoldable/CollapsibleYesDeep BassYesMonauralNoDesigned ForMobile, tablet, laptopSeriesELITESystem RequirementsBluetoothCircumaural/SupraauralcircumauralOpen/Closed BackopenCarrier Frequency2.4-2.8Magnet TypeferriteDriver TypeDynamicIndicatorsPower On/offControlsPower on/off, Volume +/-, Prev/nextTechnology UsedDSPOther FeaturesPlease charge atleast 60 minutes before 1st use..Battery backup will be full at normal sound level as the sound level increased the battery backup will be also reduced..Headphone Driver Units10 mmTotal Harmonic Distortion0.5Boom MicrophoneYesMicrophone Driver Size32 mmWith MicrophoneYesSound FeaturesSensitivity42 dBmWImpedance30 ohmSignal to Noise Ratio42 dBNoise Reduction90 dBOther Sound FeaturesPowerpact bass for hip-hop lovers, Superior mic fo smoother calling experience, Stereo audio with dynamic bass, Soft and clear music making it better for long time listenerAudio CodecsbcConnectivity FeaturesWireless TypeBluetoothWireless Range10 mBluetooth Profilesa2dpBluetooth Version5.1Bluetooth Range10 mHeadphone Power SourceBatteryTransmitter Power SourceUsb ChargingHeadphone Power Requirement5v dcTransmitter Power Requirement5v dcHeadphone BatteryLithium ionPower Supply5v dcBattery Output3.7 VBattery Typelithium ionBattery Life45 hrCharging Time3, Charge at least 1 hour before 1st usePlay Time45 hrStandby Time300 hrOther Power FeaturesPlaytime depends on the sound levelWarrantyDomestic Warranty1 MonthsWarranty Summary1 Month Brand warranty,product registration is mandatory within 24 hours of purchase for claiming brand warrantyWarranty Service TypeFor any complaint feedback ,,kindly call tollfree number 1800313393939Covered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/sulfur-45-hours-playtime-call-vibration-alert-elite-2-wireless-sports-neckband-bluetooth-headset/p/itmc0d1f79cd3768?pid=ACCGFVX57BZGHN4G&lid=LSTACCGFVX57BZGHN4G0KI5SP&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_6_205&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=135ca329-70d2-442e-8ac3-574f44a511c8.ACCGFVX57BZGHN4G.SEARCH&ppt=None&ppn=None&ssid=tnxqfh92ls0000001660812298489
204,"boAt Rockerz 450 Pro with Upto 70 Hours Playback Bluetooth Headset  (Luscious Black, On the Ear)","₹1,984",4.2,50% off,"GeneralModel NameRockerz 450 Pro with Upto 70 Hours PlaybackColorLuscious BlackHeadphone TypeOn the EarInline RemoteNoSales Package1 Headphone, Type-C Charging Cable, Aux Cable, User Manual, Warranty CardConnectivityBluetoothHeadphone DesignOver the HeadProduct DetailsFoldable/CollapsibleYesDeep BassYesWith MicrophoneYesConnectivity FeaturesBluetooth Version5Bluetooth Range10 mBattery Life70 hrsPlay Time70 hrsWarrantyDomestic Warranty1 YearWarranty Summary1 Year Warranty from the Date of PurchaseWarranty Service TypeReach Out to us at info@imaginemarketingindia.com/+912249461882/support.boat-lifestyle.com. Alternatively You Can Activate Your Warranty by Giving a Missed Call on 9223032222Covered in WarrantyManufacturing DefectsNot Covered in WarrantyPhysical Damage",https://www.flipkart.com/boat-rockerz-450-pro-upto-70-hours-playback-bluetooth-headset/p/itmc63cac2cf241d?pid=ACCGYUVXE7NZJZ5C&lid=LSTACCGYUVXE7NZJZ5CXVLKRX&marketplace=FLIPKART&store=0pm%2Ffcn&srno=b_6_206&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L2_view-all&fm=organic&iid=135ca329-70d2-442e-8ac3-574f44a511c8.ACCGYUVXE7NZJZ5C.SEARCH&ppt=None&ppn=None&ssid=tnxqfh92ls0000001660812298489
